no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
3,0,1,3200000,9900000,10,316,12400000,14600000
1,1,1,300000,1200000,4,355,1000000,1000000
0,1,1,1600000,3400000,8,867,5600000,2600000
0,0,1,4200000,13600000,4,834,15100000,12100000
4,0,1,1900000,4800000,12,656,7100000,3100000
4,1,1,6700000,24700000,6,498,27200000,13600000
1,1,1,9000000,32200000,16,468,39500000,20900000
0,0,0,9200000,22500000,10,317,39200000,31600000
4,0,0,4200000,16800000,6,381,20700000,13400000
5,1,1,7600000,25700000,4,607,34000000,26500000
3,1,1,8100000,29300000,2,413,31900000,23200000
5,0,0,9200000,29200000,16,383,36100000,31000000
3,0,1,8300000,22700000,2,650,23800000,19600000
0,1,0,8200000,20900000,14,766,30500000,16700000
4,0,1,2600000,6200000,14,421,12300000,4700000
4,0,1,2900000,11200000,2,547,12600000,12800000
1,1,1,2900000,9900000,18,783,13600000,1400000
2,0,0,4500000,9600000,16,404,19700000,7800000
1,0,0,4700000,14000000,2,411,14300000,9700000
2,1,0,5900000,20800000,14,530,21900000,12900000
4,0,1,5600000,16500000,20,692,25400000,22300000
1,1,1,5100000,12900000,14,533,18300000,13400000
1,1,1,2800000,6600000,18,801,10800000,8900000
2,0,0,1000000,2000000,10,366,4500000,1600000
3,0,0,400000,1200000,12,861,1300000,800000
1,1,1,3600000,13700000,10,548,13000000,12300000
5,1,0,4100000,12300000,6,582,17600000,17000000
5,0,0,8100000,25300000,8,796,29300000,28500000
3,1,1,8600000,23200000,12,894,33700000,36000000
2,0,0,6600000,21500000,18,471,21900000,23500000
0,1,1,8700000,18700000,10,346,38900000,3000000
5,1,1,4300000,14100000,12,532,16600000,18300000
4,0,0,5500000,11600000,12,474,25700000,4200000
3,1,0,8800000,24900000,16,668,40500000,33900000
0,0,1,3800000,8100000,20,831,9700000,8200000
5,1,1,1400000,5100000,4,348,5300000,3000000
3,0,1,8900000,19300000,12,767,32400000,14200000
1,1,0,1700000,6600000,4,797,7400000,4700000
1,1,0,4500000,12400000,6,504,15300000,15200000
0,0,1,2000000,4900000,14,570,7900000,4100000
2,0,0,7300000,19100000,14,552,20800000,15400000
1,0,0,2900000,11100000,20,478,11500000,7100000
0,1,1,800000,3200000,8,467,3900000,1300000
3,0,0,8200000,28300000,2,530,32300000,25500000
3,1,1,9400000,21400000,10,323,40900000,20600000
4,0,0,5500000,21700000,14,867,18300000,13700000
4,0,0,4700000,10800000,20,495,21500000,18100000
2,1,0,3700000,9200000,10,819,13300000,10500000
1,0,1,9800000,23300000,12,430,44400000,15800000
4,1,0,2600000,7200000,16,612,7200000,2300000
4,0,0,4500000,15300000,10,843,13000000,20100000
2,1,1,1700000,3500000,20,693,6500000,3600000
1,0,1,9200000,29200000,6,669,35100000,22800000
0,0,0,5400000,18400000,8,625,17800000,15100000
1,0,0,8000000,31900000,12,504,28100000,25300000
4,0,0,4500000,9900000,10,509,14900000,14200000
4,1,1,7000000,24100000,10,677,27900000,24800000
3,0,0,300000,700000,20,735,1300000,1100000
4,0,0,1000000,2300000,16,543,3000000,300000
3,1,0,6600000,21400000,10,467,25500000,21200000
0,0,1,7000000,21700000,20,498,18600000,12100000
0,1,0,6600000,20300000,6,549,32900000,11700000
4,1,0,6400000,24900000,2,640,25000000,15700000
4,0,1,2100000,7700000,8,493,5700000,4700000
4,0,0,3200000,8400000,18,802,13800000,400000
4,0,1,3800000,12500000,18,859,10900000,8500000
5,1,1,7500000,15000000,14,661,34300000,17900000
2,1,0,7000000,25700000,18,374,19400000,17100000
0,1,1,3300000,10400000,4,423,14800000,12100000
0,0,0,9300000,20300000,14,759,37400000,38600000
3,1,1,6900000,17900000,18,494,24100000,18900000
2,1,1,9200000,33000000,14,874,37800000,13600000
2,1,1,8200000,27200000,10,839,31500000,15600000
4,1,0,4200000,9400000,4,726,21600000,18100000
0,1,0,9500000,24800000,2,564,31600000,33400000
3,1,0,1300000,3300000,8,795,6200000,2200000
2,0,1,5600000,21000000,18,883,26900000,11400000
0,0,1,5500000,17100000,8,353,22300000,600000
2,1,1,2500000,6900000,12,325,10000000,7400000
3,0,1,4200000,15400000,8,362,21100000,15200000
3,1,0,2000000,4700000,14,673,7400000,4200000
0,0,0,5200000,19000000,14,687,23800000,12400000
3,1,0,5200000,17300000,10,401,19100000,4000000
3,0,0,6400000,24100000,12,571,20700000,30500000
3,1,1,6000000,16000000,12,606,27100000,14200000
5,0,1,1300000,2900000,12,669,5700000,2100000
5,0,1,5200000,12700000,16,718,25300000,11800000
2,0,0,7100000,21400000,12,699,27400000,24800000
1,0,0,8700000,34000000,16,663,25900000,16100000
3,1,1,8700000,29300000,4,312,34900000,11800000
1,1,0,7100000,17000000,6,754,33800000,1600000
5,0,0,8800000,22600000,10,357,23100000,16500000
4,1,0,5000000,11400000,6,336,18000000,5600000
0,0,0,9000000,33500000,8,801,46500000,20500000
4,1,0,6000000,14900000,2,321,24500000,14600000
2,0,0,9400000,23100000,4,488,39500000,23600000
1,1,0,4200000,16200000,14,391,16700000,7900000
1,0,0,6200000,14300000,20,819,21000000,19200000
5,1,0,2600000,8200000,4,849,11600000,9400000
3,1,1,1400000,3800000,16,451,5600000,4400000
2,0,1,2300000,5400000,8,364,9000000,5000000
1,1,1,8300000,28400000,16,704,28300000,13100000
3,1,0,1200000,3100000,10,438,4900000,3700000
3,1,0,700000,2500000,14,819,3000000,2600000
2,0,0,5600000,19500000,8,429,28300000,8300000
1,1,1,8000000,20700000,6,570,34500000,12700000
4,0,1,3800000,7800000,20,891,17600000,11600000
4,1,0,6000000,15800000,18,593,19600000,11600000
2,1,0,1900000,4600000,12,587,5900000,4300000
2,0,1,3300000,11100000,20,823,14600000,6100000
3,0,0,4700000,10900000,2,626,19800000,11500000
5,1,1,1300000,5000000,10,755,6700000,4300000
0,1,0,1600000,4500000,18,463,5900000,2100000
5,1,0,1800000,7000000,18,466,7900000,4700000
1,0,0,7800000,23900000,4,313,33900000,17900000
2,1,1,1900000,4600000,16,631,7200000,5900000
4,1,0,8900000,34900000,14,694,29700000,18200000
5,1,1,1500000,5500000,4,414,4100000,2200000
3,0,0,3200000,10100000,20,704,12900000,8200000
3,1,0,1600000,3300000,8,609,6800000,4800000
0,1,0,1800000,5700000,20,392,4900000,6200000
5,0,0,9400000,21800000,6,850,31600000,25000000
2,0,0,300000,900000,8,735,600000,1200000
1,0,1,3200000,9300000,6,483,11400000,8600000
2,1,0,7400000,22500000,16,834,21700000,19000000
1,1,1,3500000,13500000,12,824,15700000,12300000
0,0,1,7200000,21900000,4,446,32100000,28600000
3,1,0,2400000,8100000,6,630,11400000,8000000
4,0,1,5900000,19600000,8,726,28100000,24200000
1,0,0,7300000,24200000,20,324,27400000,16600000
4,0,0,4800000,18600000,14,774,19200000,16600000
1,0,1,4400000,12300000,6,583,23800000,10300000
1,1,1,8500000,26200000,8,811,45200000,29200000
3,0,1,7800000,19600000,4,767,28200000,28600000
1,0,1,7600000,25400000,10,595,35900000,8300000
4,0,0,8700000,19800000,14,715,40500000,26900000
4,1,0,2700000,8100000,4,325,13300000,5800000
4,1,0,7600000,23900000,8,672,26900000,4100000
5,1,0,3200000,7400000,12,583,14200000,14900000
1,1,1,3900000,11500000,2,464,17500000,15000000
5,0,0,3100000,9400000,10,414,10800000,5500000
1,1,0,8600000,25900000,2,606,44900000,18600000
4,0,1,9800000,34100000,14,740,32200000,23400000
1,0,1,6800000,22900000,6,576,19400000,11600000
3,1,1,2900000,8500000,12,564,9300000,4100000
0,0,1,9300000,25000000,14,362,43300000,31000000
3,1,1,7200000,21600000,2,626,30600000,12200000
2,1,1,2700000,9400000,14,701,11800000,3800000
4,1,1,2300000,7800000,8,540,7500000,4900000
5,0,0,2900000,6700000,14,796,13900000,7500000
5,1,0,1800000,5400000,14,347,6600000,5100000
5,1,0,9000000,23900000,12,658,38200000,10300000
1,0,1,5700000,12000000,4,415,24700000,16600000
5,0,0,6600000,21400000,10,447,26600000,23800000
5,1,0,7100000,19700000,8,502,35100000,12900000
4,1,1,300000,1000000,20,655,1500000,100000
3,1,1,700000,1700000,8,733,2900000,2000000
5,1,1,600000,1500000,2,319,2700000,1200000
3,0,1,9800000,28400000,12,487,41900000,24300000
2,1,1,2100000,4600000,4,348,8800000,5400000
4,1,0,1500000,4000000,18,706,6100000,2700000
3,1,0,6500000,16500000,4,551,26100000,6100000
4,0,0,9900000,28400000,10,763,41600000,36400000
0,0,1,7600000,18100000,16,439,40400000,18700000
3,1,0,3500000,13700000,4,439,17400000,8000000
2,0,0,6900000,20900000,2,302,36100000,29400000
1,0,1,7100000,19300000,16,738,27900000,7200000
2,1,0,700000,2300000,8,663,3800000,1200000
2,1,0,1900000,4500000,6,805,7100000,5300000
5,0,0,7000000,23000000,18,803,31900000,25000000
2,0,0,4800000,13200000,2,583,14700000,19500000
5,0,1,4400000,17300000,20,840,15200000,8700000
4,0,1,9000000,28900000,6,637,37800000,12500000
3,0,1,9600000,34200000,2,745,39700000,4500000
1,1,0,5700000,19100000,12,649,20900000,19600000
5,0,0,2700000,10600000,16,496,12100000,3700000
3,1,0,4200000,11400000,10,654,21900000,9200000
5,0,1,4100000,15500000,10,836,18800000,11600000
0,1,0,600000,1600000,6,647,2200000,2100000
4,1,0,4900000,11400000,8,470,19500000,19500000
3,1,1,8300000,20900000,4,615,28600000,4600000
3,0,0,8200000,30700000,8,467,31200000,21500000
2,1,0,2600000,8400000,6,494,7600000,10300000
0,0,0,3700000,12300000,16,831,13600000,10200000
0,1,1,300000,1100000,2,482,1500000,300000
0,0,1,4800000,13500000,10,319,18800000,15100000
1,0,1,7600000,29300000,14,690,39100000,17900000
0,1,1,8800000,25600000,10,715,43500000,27800000
1,0,1,8000000,30600000,14,302,30700000,25800000
1,1,1,8700000,27000000,10,717,26600000,34100000
0,0,1,800000,1700000,4,752,3600000,3400000
0,1,1,3700000,11300000,6,538,15800000,6600000
5,0,0,5700000,12900000,18,807,24100000,5000000
5,0,1,3800000,12000000,2,649,14500000,11500000
4,1,0,3900000,10800000,20,433,16800000,6300000
4,1,1,7000000,23500000,18,336,27500000,24500000
5,0,0,1800000,6000000,4,548,9100000,3800000
2,1,0,8800000,22400000,14,692,29500000,26800000
4,0,0,3100000,6300000,4,370,11600000,12700000
3,1,1,8600000,32000000,4,497,23500000,14700000
0,0,1,7100000,19300000,6,783,26800000,8700000
0,1,1,3800000,14900000,6,899,15200000,8400000
0,0,1,400000,1200000,14,889,900000,1300000
3,1,1,8800000,26200000,20,865,40200000,29100000
3,0,0,9100000,19900000,2,711,37300000,20100000
0,1,1,3200000,11600000,4,393,11100000,5000000
5,1,1,6700000,23600000,14,854,26900000,6300000
0,1,0,4800000,15700000,10,398,23500000,12300000
1,1,0,9100000,24000000,20,353,37000000,34300000
0,1,1,4900000,16500000,4,600,18500000,13300000
1,0,1,800000,2800000,10,798,2900000,2600000
3,0,1,6100000,21600000,16,428,22300000,9000000
4,1,0,4700000,10300000,12,710,23500000,15200000
2,1,1,9800000,32700000,2,304,33100000,23700000
0,1,0,4600000,12600000,16,574,18700000,9600000
5,0,0,4900000,13000000,10,865,21200000,17000000
4,0,1,900000,2900000,6,560,4000000,2400000
0,0,0,4300000,9900000,4,696,19100000,14500000
1,0,0,4900000,18100000,8,382,17900000,14000000
3,1,0,1900000,7400000,18,592,7800000,5300000
0,1,1,7300000,28100000,10,673,25200000,14900000
4,0,1,5300000,19200000,4,655,21700000,21100000
1,1,1,4700000,15000000,20,835,13900000,4600000
0,0,0,4100000,9200000,4,671,15300000,9700000
0,1,0,300000,1100000,8,778,1000000,1000000
3,1,1,8500000,24900000,18,749,41800000,10800000
4,0,0,5100000,18800000,10,694,17600000,11700000
1,0,0,1400000,3100000,20,384,6000000,1400000
3,0,1,7200000,16500000,18,515,27900000,14100000
0,1,1,2700000,6800000,20,796,8900000,4900000
3,1,0,8300000,29100000,10,715,36000000,18000000
4,1,1,1300000,3400000,2,763,6500000,4000000
0,0,0,300000,500000,2,885,900000,600000
1,0,1,7700000,16900000,6,621,37600000,30500000
2,1,0,3700000,14100000,6,633,14700000,1000000
3,0,0,2100000,5400000,8,771,7200000,8900000
3,0,0,200000,600000,16,821,600000,500000
0,0,0,7100000,20700000,10,784,36500000,20900000
5,1,1,9800000,35700000,10,726,43200000,28300000
2,1,1,7900000,16100000,18,318,39200000,20200000
0,0,1,900000,3500000,6,331,4600000,3800000
0,0,0,5700000,17200000,8,386,17300000,11300000
1,0,1,1600000,5300000,4,713,6200000,2800000
4,1,0,1700000,5600000,8,395,5900000,3500000
3,0,1,5400000,14400000,8,677,23900000,18900000
5,1,1,7700000,25800000,18,578,37800000,12700000
0,0,1,500000,1300000,4,825,2000000,600000
4,0,0,2500000,9900000,16,356,8400000,8100000
1,0,1,2100000,6300000,16,899,6600000,4600000
5,0,1,5400000,21400000,12,399,19200000,13700000
1,1,1,2700000,5400000,6,413,8700000,6300000
0,1,0,7300000,28200000,16,486,24100000,24100000
3,0,1,1800000,5100000,8,790,5700000,100000
1,0,0,4700000,16800000,12,647,14000000,18700000
1,1,0,6900000,22700000,16,394,36100000,8100000
3,0,0,6300000,18300000,18,543,21200000,11200000
0,1,0,5900000,20300000,4,806,21200000,4000000
2,1,1,1900000,7000000,14,818,6600000,8300000
3,0,1,7900000,26600000,12,409,31200000,18500000
4,0,0,500000,1300000,8,471,2200000,800000
4,1,0,7600000,28100000,12,324,31000000,21000000
4,1,0,2600000,8800000,10,682,11900000,9200000
3,1,0,6000000,18700000,10,387,30000000,12800000
5,1,1,4000000,8200000,2,571,13900000,11200000
2,1,0,8700000,28000000,12,543,29600000,22900000
4,0,1,4900000,10200000,18,370,20300000,13100000
4,1,1,2400000,5600000,4,662,7900000,8700000
5,0,1,8200000,23500000,12,402,30100000,16600000
0,0,1,6900000,17000000,20,599,30900000,27500000
4,1,0,5000000,18700000,10,755,15600000,4200000
5,1,0,6700000,24500000,12,818,22500000,6800000
1,0,1,5200000,19500000,12,778,25700000,9500000
4,0,1,2000000,6700000,12,633,6800000,900000
5,0,1,6300000,13200000,16,321,22300000,10700000
1,1,0,6400000,21500000,6,489,26500000,6200000
5,0,1,3000000,11900000,14,459,15900000,10800000
1,0,0,7100000,14300000,12,720,35700000,5100000
5,0,1,700000,2100000,14,863,3300000,1300000
1,0,0,4700000,9300000,8,515,20300000,5700000
1,0,0,3100000,7400000,18,487,13700000,9600000
3,0,1,9500000,32500000,14,581,40700000,17100000
0,0,1,1000000,3800000,8,553,3400000,3500000
3,0,0,7900000,18300000,10,731,30600000,7600000
1,0,1,4900000,19100000,14,677,24200000,14500000
4,0,1,3800000,11100000,16,857,16400000,18700000
4,1,1,9000000,18100000,12,764,32400000,17100000
3,1,0,200000,800000,20,730,700000,300000
2,0,0,3300000,8300000,6,653,12900000,7800000
4,0,0,7100000,27200000,16,824,26300000,10400000
1,1,1,5300000,14600000,20,508,21600000,14000000
1,1,0,8400000,24600000,14,817,39500000,14900000
0,0,0,1800000,6900000,10,853,5400000,1300000
4,0,0,7000000,25700000,20,597,37600000,33400000
2,1,1,8500000,30900000,6,664,27200000,15600000
2,1,1,8100000,24700000,6,595,33800000,19800000
5,1,0,2500000,8800000,10,769,10900000,5300000
3,1,0,5500000,16200000,18,778,21400000,15400000
2,1,1,3900000,11600000,8,808,17900000,8900000
2,1,0,1700000,5300000,20,761,4900000,3000000
3,1,1,4100000,13300000,10,670,19300000,7400000
4,0,0,1500000,4900000,16,392,5000000,2900000
4,1,1,9400000,25700000,14,845,38700000,31400000
4,1,1,7100000,27900000,10,328,34200000,22400000
0,1,1,1700000,5400000,8,682,6000000,3400000
1,1,1,9700000,23500000,4,666,31300000,24500000
0,1,0,8000000,31000000,8,847,35300000,14400000
1,1,1,1300000,2900000,6,480,4300000,3200000
4,0,0,7800000,25400000,18,425,37700000,17000000
0,0,0,8800000,17500000,4,848,36700000,33600000
4,1,1,5600000,17500000,10,528,19300000,16500000
0,1,1,3300000,13100000,12,812,11800000,9700000
5,1,1,500000,1800000,20,615,1400000,1200000
4,0,0,1900000,6100000,2,462,7900000,5400000
1,0,0,1800000,5400000,4,415,7400000,6400000
2,1,0,8500000,18900000,18,478,37300000,40100000
3,0,1,7700000,22300000,20,895,33000000,35500000
4,0,0,7200000,22900000,18,657,26200000,15000000
4,0,0,3800000,8900000,4,844,17800000,12600000
2,0,1,1100000,3400000,10,426,5300000,1100000
3,0,0,1900000,4100000,12,830,7400000,5700000
2,0,0,9500000,31500000,12,650,33600000,34200000
4,1,1,2400000,9400000,2,871,10600000,4000000
1,0,1,900000,3600000,14,713,3000000,2300000
1,0,0,8400000,24700000,8,519,23300000,29600000
5,0,0,200000,400000,6,722,500000,600000
0,1,0,2900000,9500000,18,885,10000000,6600000
4,1,0,2800000,10800000,2,841,11200000,3300000
0,1,0,4500000,17100000,8,303,21600000,15600000
0,1,0,800000,2400000,2,716,3500000,1900000
3,0,1,6700000,16400000,2,508,34500000,15300000
1,0,0,2500000,5900000,12,668,10000000,8000000
3,0,0,7400000,28800000,8,391,30800000,27900000
3,1,1,8900000,21000000,14,815,28000000,11000000
2,0,0,2500000,8700000,4,684,12300000,600000
4,1,0,6900000,18000000,8,347,27000000,25700000
3,0,0,1400000,3400000,6,540,4700000,1700000
0,0,0,4900000,16400000,2,383,20800000,6800000
4,1,1,9600000,30100000,12,870,43800000,7000000
3,0,1,400000,1100000,6,711,1500000,400000
3,1,0,4500000,16400000,6,533,16100000,7400000
2,0,1,4800000,15300000,12,503,16300000,7300000
4,0,0,5600000,12400000,4,777,17300000,8600000
2,1,0,2900000,11000000,2,835,12900000,8100000
1,1,1,2300000,6400000,8,578,10000000,5400000
4,1,1,7500000,18000000,20,395,33200000,13000000
1,0,0,7900000,25700000,20,681,26900000,17900000
4,1,1,9400000,20000000,12,817,42400000,5200000
5,1,1,2200000,6700000,6,382,9700000,5700000
1,1,1,3400000,9700000,20,830,15100000,9900000
4,0,1,5900000,19700000,10,431,28000000,12500000
2,1,1,4900000,13800000,2,586,16900000,11300000
3,1,0,4500000,16100000,16,671,18200000,14100000
3,0,1,4900000,13100000,18,401,20000000,9800000
3,0,1,9400000,24600000,10,414,29400000,22200000
1,1,1,4400000,14200000,16,409,17100000,14000000
2,1,1,3000000,7800000,14,555,11300000,9300000
3,0,1,8000000,31200000,20,392,22000000,15700000
1,1,1,7600000,18800000,14,403,34700000,25600000
0,1,0,5700000,15900000,16,638,20800000,9600000
0,0,0,8400000,20600000,10,477,36900000,3000000
2,0,0,9600000,35000000,2,888,43700000,19100000
1,0,1,7400000,29500000,16,323,37500000,14400000
0,0,1,1400000,5100000,6,890,7100000,6000000
2,1,0,3100000,10500000,10,751,10600000,11400000
2,0,0,7500000,29800000,4,392,24800000,7700000
4,1,0,4300000,10100000,2,606,14400000,11700000
2,1,1,7800000,27200000,18,622,30700000,12000000
2,0,0,3300000,7900000,20,829,15800000,6900000
1,1,1,3000000,6800000,10,541,13600000,11500000
2,0,0,4900000,16000000,12,710,15700000,15800000
0,1,0,7700000,29300000,14,801,28100000,18000000
0,0,1,1000000,3200000,10,854,4100000,3400000
2,0,0,4000000,13000000,4,695,19700000,13300000
3,0,0,8800000,18100000,6,699,27900000,8500000
2,0,0,4700000,17700000,14,675,19600000,13000000
3,1,0,2400000,8600000,8,684,7800000,5800000
1,0,0,8800000,18500000,10,704,37900000,17600000
2,1,1,1300000,4900000,8,582,5100000,3900000
4,0,1,6600000,18800000,10,353,26200000,26000000
4,1,1,3500000,11300000,16,874,13800000,5200000
2,0,0,7500000,19900000,10,790,25800000,16500000
5,0,0,4100000,10200000,12,431,18000000,8400000
3,0,0,900000,2800000,10,560,3200000,3000000
5,0,1,6100000,14400000,16,400,29400000,12000000
2,0,0,4600000,16100000,18,709,19200000,16100000
5,1,1,5600000,14500000,10,457,25200000,14700000
4,1,1,8700000,28200000,12,548,28300000,21700000
5,1,0,4300000,14500000,12,302,17600000,16800000
1,0,1,6900000,23400000,4,481,33600000,19800000
3,1,1,900000,2500000,20,529,3900000,1200000
2,0,1,6100000,15500000,8,758,20500000,12900000
0,0,0,8600000,20900000,10,813,30800000,23200000
1,0,1,6700000,18800000,6,798,24100000,14600000
3,0,0,4000000,12800000,18,635,17100000,13000000
4,0,1,900000,2500000,4,583,2900000,2100000
3,1,1,4500000,11400000,8,391,14400000,15300000
1,1,1,5800000,13900000,6,345,26400000,13300000
1,1,1,1900000,5000000,6,560,7700000,2900000
4,1,1,9300000,24600000,16,419,31800000,18100000
4,1,1,2800000,10000000,12,655,11800000,8500000
1,0,1,200000,400000,20,882,300000,500000
0,1,0,2000000,6900000,2,448,8700000,6500000
0,1,1,8600000,23000000,14,678,34900000,35200000
1,1,0,9100000,23300000,18,792,44500000,13400000
5,0,0,3600000,12800000,4,320,15500000,5400000
3,1,1,5100000,10300000,12,839,18200000,18800000
4,0,0,4700000,15700000,4,868,18600000,5800000
2,0,1,6900000,13900000,8,829,27000000,22400000
3,0,0,6800000,21200000,2,433,29500000,12600000
3,0,0,1400000,3500000,16,365,4500000,4800000
2,0,1,7800000,28900000,14,646,28700000,3600000
5,0,1,8100000,20300000,18,751,39100000,9500000
0,1,0,4000000,12500000,18,868,16700000,11800000
0,1,1,6200000,14900000,8,855,22400000,7100000
3,1,0,7500000,25200000,8,316,27300000,1800000
1,1,0,3200000,6600000,16,534,8300000,11400000
2,0,0,8900000,28500000,6,367,30800000,38800000
2,1,1,9900000,21200000,16,363,33400000,36900000
2,1,0,7000000,22400000,6,649,26700000,22100000
1,0,1,6100000,12900000,2,302,22800000,16400000
3,1,0,900000,2400000,16,701,2400000,700000
3,0,0,5900000,21200000,16,476,22500000,16500000
1,0,0,4100000,10000000,6,891,16200000,5200000
1,1,1,9500000,24400000,14,696,35800000,32200000
2,0,0,5600000,17200000,16,586,18600000,15800000
0,0,0,2200000,6400000,4,854,7800000,2500000
2,0,1,2800000,8400000,10,534,12100000,13100000
3,1,1,7000000,15400000,20,315,22300000,27500000
0,1,0,2400000,7800000,14,665,9100000,8100000
4,1,1,3300000,10600000,8,465,10100000,4900000
2,1,0,5000000,14700000,12,837,16500000,9400000
3,0,0,500000,1000000,20,501,1100000,1600000
1,1,0,400000,1300000,6,695,900000,700000
2,0,0,2200000,6800000,20,546,6700000,4800000
3,0,0,8800000,33700000,12,397,31000000,33300000
3,0,0,3500000,8500000,18,609,15200000,7300000
0,0,1,9800000,23200000,10,573,38200000,27200000
4,1,0,4300000,13900000,2,894,11900000,10200000
4,0,1,8800000,20900000,18,766,47600000,28900000
5,0,1,4300000,13800000,18,618,16400000,10400000
0,1,1,2600000,8200000,8,630,9500000,10900000
4,0,1,2200000,7900000,18,848,10100000,6800000
5,1,1,8800000,28900000,6,365,32100000,33000000
2,1,0,6600000,15000000,16,401,26800000,20200000
1,0,0,5700000,12400000,14,396,23200000,12900000
0,1,0,6900000,19500000,20,686,22600000,11000000
4,1,1,6300000,16900000,16,582,29700000,19600000
2,0,1,2200000,7900000,6,659,11000000,5200000
4,0,1,4600000,11000000,2,491,19600000,13000000
0,0,1,7800000,23300000,10,587,37200000,21800000
3,0,0,7400000,17500000,20,317,36500000,31700000
4,1,1,9200000,25500000,10,900,40200000,19900000
1,0,1,5500000,14900000,2,403,23800000,16300000
1,1,0,1600000,5600000,6,846,5800000,3400000
3,0,1,2300000,8000000,8,300,8500000,8000000
4,0,0,9600000,33000000,14,336,35000000,14300000
2,0,1,8500000,25600000,16,714,22900000,26200000
4,0,1,1800000,4600000,14,453,6300000,4100000
0,0,0,7500000,23000000,14,725,27300000,13700000
4,0,0,1000000,3900000,10,701,4900000,3200000
0,1,1,7300000,25700000,10,666,35000000,17100000
5,1,0,1100000,4300000,10,388,4900000,4600000
2,1,0,1700000,4200000,14,829,6200000,1800000
0,0,1,4700000,17700000,16,887,19900000,6200000
5,1,0,5700000,11600000,4,892,27200000,16300000
0,0,0,8900000,25800000,18,531,28300000,15800000
3,0,1,900000,2400000,10,489,3300000,800000
3,1,0,8700000,24800000,20,360,35400000,34000000
5,0,1,5400000,11200000,10,447,27400000,8200000
0,0,1,6200000,22400000,18,873,24000000,22300000
0,0,1,6100000,19200000,6,890,24300000,19800000
1,0,0,9100000,30100000,14,890,40000000,30200000
3,1,0,3600000,9800000,12,654,9700000,1900000
0,1,1,8600000,23600000,2,361,32200000,31100000
4,0,0,7500000,28700000,20,520,20900000,8100000
0,1,1,6000000,22700000,10,480,22400000,12100000
2,1,1,3200000,12500000,8,849,14800000,5700000
3,1,1,9300000,23500000,16,728,37100000,13400000
2,1,0,9100000,18600000,20,403,29500000,30100000
0,0,1,9800000,23900000,14,459,28300000,14400000
5,1,0,3900000,14900000,12,837,18000000,1600000
0,0,0,9300000,27200000,8,629,31900000,18800000
0,0,1,1000000,3100000,6,525,4200000,3600000
2,0,0,8400000,32100000,20,328,27500000,20900000
2,0,1,2000000,7600000,16,429,8000000,8400000
1,0,0,7800000,18100000,2,712,30700000,19800000
2,0,1,6300000,19500000,18,428,26400000,23100000
4,0,1,3900000,9200000,12,737,17500000,5100000
3,1,1,3400000,13200000,8,783,17900000,6800000
2,0,0,4200000,16800000,4,771,16300000,11000000
5,0,1,300000,800000,18,774,1300000,600000
3,1,1,8800000,26700000,12,708,36500000,31300000
5,0,1,500000,1500000,4,476,1800000,400000
3,0,1,7700000,18100000,20,736,39100000,22300000
0,1,0,6000000,15300000,8,709,19900000,10600000
1,0,1,6100000,17800000,20,706,21200000,26900000
1,1,1,1300000,4500000,14,679,5300000,4800000
0,0,1,600000,2300000,4,319,3000000,2400000
4,0,1,3100000,11500000,14,785,13300000,6300000
3,0,1,3200000,9100000,18,376,10700000,5300000
4,1,0,300000,600000,6,365,800000,300000
2,1,0,8400000,26300000,4,419,35400000,30800000
4,1,0,500000,1800000,20,777,1500000,1200000
4,1,0,2000000,6000000,12,837,8600000,3200000
5,0,1,3400000,11300000,20,871,12100000,10400000
3,1,1,2700000,6100000,14,630,12900000,6700000
2,1,1,3800000,12500000,14,842,19900000,10400000
4,1,1,5700000,13900000,12,775,23000000,4700000
0,1,1,6900000,22100000,20,303,28900000,18200000
5,0,0,900000,3200000,10,803,3100000,3300000
1,0,0,6300000,17200000,12,714,33200000,14300000
4,1,1,7600000,23800000,16,896,21800000,8200000
2,0,1,3900000,9700000,8,539,13000000,12000000
0,0,0,9100000,27100000,12,787,44300000,27200000
1,0,1,2100000,7300000,16,826,9100000,5100000
5,0,1,1600000,4100000,2,748,5200000,2400000
0,1,0,9700000,37300000,20,701,34600000,28300000
1,0,1,3300000,7500000,12,648,10300000,8100000
5,0,0,3600000,11600000,14,546,16800000,8800000
3,0,1,4100000,12700000,10,465,17300000,8300000
3,0,0,200000,800000,18,752,500000,400000
5,0,1,1700000,6500000,14,587,7900000,2100000
5,0,0,9400000,23700000,18,862,28000000,25000000
3,1,0,7600000,26600000,4,689,32900000,5900000
5,1,0,9500000,30700000,10,823,43400000,20000000
1,1,0,6300000,17800000,12,770,20200000,9000000
2,0,0,2200000,8300000,6,596,10300000,7700000
3,0,1,8600000,21800000,20,641,33100000,14100000
0,0,0,9600000,23200000,18,389,31000000,18600000
0,1,0,700000,1400000,14,639,3300000,2600000
3,0,0,6500000,25200000,10,858,22100000,26300000
1,0,1,200000,800000,14,624,600000,600000
1,1,1,3700000,10200000,4,447,17700000,2300000
3,1,0,5400000,15800000,18,760,23600000,15000000
1,0,0,8800000,20200000,6,627,29500000,40300000
5,0,1,6900000,19400000,6,801,22500000,19500000
0,1,0,5600000,19300000,18,544,26300000,9200000
4,1,1,6800000,13900000,8,479,35300000,20800000
2,1,1,6000000,12600000,16,649,29000000,10100000
2,1,1,6200000,21600000,20,679,33600000,21100000
